periodo,ibovespa,,Vale,,Petrobras4
09/02/2001,"17138,00",,"3,01",,"4,49"
12/02/2001,"16917,00",,"2,96",,"4,46"
13/02/2001,"17095,00",,"2,97",,"4,56"
14/02/2001,"17120,00",,"2,96",,"4,65"
15/02/2001,"16937,00",,"2,94",,"4,64"
16/02/2001,"16259,00",,"2,83",,"4,51"
19/02/2001,"16060,00",,"2,83",,"4,46"
20/02/2001,"15910,00",,"2,86",,"4,56"
21/02/2001,"15593,00",,"2,85",,"4,47"
22/02/2001,"15910,00",,"2,99",,"4,49"
23/02/2001,"16157,00",,"3,08",,"4,46"
28/02/2001,"15891,00",,"3,11",,"4,4"
01/03/2001,"16416,00",,"3,09",,"4,48"
02/03/2001,"16581,00",,"3,1",,"4,52"
05/03/2001,"16537,00",,"3,03",,"4,55"
06/03/2001,"16324,00",,3,,"4,56"
07/03/2001,"16395,00",,"3,01",,"4,59"
08/03/2001,"16226,00",,"3,04",,"4,59"
09/03/2001,"16123,00",,"3,03",,"4,57"
12/03/2001,"15527,00",,"2,84",,"4,36"
13/03/2001,"15584,00",,"2,96",,"4,4"
14/03/2001,"15244,00",,"2,99",,"4,32"
15/03/2001,"15060,00",,"2,97",,"4,02"
16/03/2001,"15237,00",,"2,95",,"4,08"
19/03/2001,"14835,00",,"2,93",,"4,08"
20/03/2001,"14903,00",,"3,07",,"3,98"
21/03/2001,"14852,00",,"3,09",,"4,07"
22/03/2001,"14067,00",,"2,98",,"3,83"
23/03/2001,"14435,00",,"2,99",,"3,88"
26/03/2001,"14712,00",,"3,08",,"3,98"
27/03/2001,"14835,00",,"3,12",,"4,08"
28/03/2001,"14631,00",,"3,1",,"4,05"
29/03/2001,"14282,00",,"3,08",,"3,94"
30/03/2001,"14438,00",,"3,13",,"3,94"
02/04/2001,"13981,00",,"3,1",,"3,78"
03/04/2001,"13736,00",,"3,06",,"3,78"
04/04/2001,"13854,00",,"3,01",,"3,89"
05/04/2001,"14442,00",,"3,06",,"4,12"
06/04/2001,"14484,00",,"3,05",,"4,26"
09/04/2001,"14718,00",,"3,07",,"4,29"
10/04/2001,"15047,00",,"3,07",,"4,32"
11/04/2001,"14818,00",,3,,"4,25"
12/04/2001,"14969,00",,"2,97",,"4,16"
16/04/2001,"14444,00",,"2,99",,"4,08"
17/04/2001,"14336,00",,"3,09",,"4,15"
18/04/2001,"14955,00",,"3,09",,"4,35"
19/04/2001,"14431,00",,"3,02",,"4,2"
20/04/2001,"13696,00",,"3,02",,"4,05"
23/04/2001,"13892,00",,"3,11",,"4,24"
24/04/2001,"14068,00",,"3,06",,"4,35"
25/04/2001,"14162,00",,"3,04",,"4,46"
26/04/2001,"14757,00",,"3,08",,"4,52"
27/04/2001,"14927,00",,"3,03",,"4,49"
30/04/2001,"14917,00",,"3,01",,"4,49"
02/05/2001,"14897,00",,"3,14",,"4,53"
03/05/2001,"15141,00",,"3,13",,"4,68"
04/05/2001,"15092,00",,"3,14",,"4,66"
07/05/2001,"14875,00",,"3,05",,"4,52"
08/05/2001,"14747,00",,"3,09",,"4,54"
09/05/2001,"14778,00",,"3,24",,"4,67"
10/05/2001,"14993,00",,"3,38",,"4,81"
11/05/2001,"14493,00",,"3,32",,"4,75"
14/05/2001,"14132,00",,"3,22",,"4,68"
15/05/2001,"14226,00",,"3,34",,"4,67"
16/05/2001,"14714,00",,"3,3",,"4,75"
17/05/2001,"14793,00",,"3,35",,"4,77"
18/05/2001,"14884,00",,"3,34",,"4,87"
21/05/2001,"15127,00",,"3,36",,"4,93"
22/05/2001,"14828,00",,"3,41",,5
23/05/2001,"14691,00",,"3,35",,"5,02"
24/05/2001,"14523,00",,"3,4",,"4,96"
25/05/2001,"14310,00",,"3,42",,"4,86"
28/05/2001,"14302,00",,"3,4",,"4,83"
29/05/2001,"14453,00",,"3,39",,"4,84"
30/05/2001,"14489,00",,"3,33",,"4,89"
31/05/2001,"14649,00",,"3,37",,"5,03"
01/06/2001,"14791,00",,"3,37",,"5,06"
04/06/2001,"15103,00",,"3,35",,"5,25"
05/06/2001,"15394,00",,"3,35",,"5,12"
06/06/2001,"15328,00",,"3,35",,"4,97"
07/06/2001,"15464,00",,"3,4",,"4,91"
08/06/2001,"15366,00",,"3,36",,"4,84"
11/06/2001,"15224,00",,"3,35",,"4,91"
12/06/2001,"15173,00",,"3,28",,"4,84"
13/06/2001,"15403,00",,"3,33",,"4,89"
15/06/2001,"14985,00",,"3,28",,"4,75"
18/06/2001,"14355,00",,"3,22",,"4,74"
19/06/2001,"14400,00",,"3,25",,"4,79"
20/06/2001,"14571,00",,"3,22",,"4,9"
21/06/2001,"14822,00",,"3,22",,"4,93"
22/06/2001,"14682,00",,"3,22",,"4,8"
25/06/2001,"14539,00",,"3,12",,"4,69"
26/06/2001,"14459,00",,"3,07",,"4,65"
27/06/2001,"14308,00",,"3,06",,"4,5"
28/06/2001,"14390,00",,"3,03",,"4,45"
29/06/2001,"14559,00",,"3,1",,"4,53"
02/07/2001,"14555,00",,"3,19",,"4,5"
03/07/2001,"14352,00",,"3,11",,"4,43"
04/07/2001,"14056,00",,"3,1",,"4,39"
05/07/2001,"14047,00",,"3,13",,"4,46"
06/07/2001,"13906,00",,"3,18",,"4,48"
10/07/2001,"13569,00",,"3,17",,"4,59"
11/07/2001,"13811,00",,"3,18",,"4,66"
12/07/2001,"13912,00",,"3,09",,"4,64"
13/07/2001,"14078,00",,"3,1",,"4,61"
16/07/2001,"13811,00",,"3,1",,"4,48"
17/07/2001,"14168,00",,"3,03",,"4,45"
18/07/2001,"13790,00",,"3,01",,"4,31"
19/07/2001,"13761,00",,"3,07",,"4,36"
20/07/2001,"14092,00",,"3,1",,"4,54"
23/07/2001,"14067,00",,"3,12",,"4,63"
24/07/2001,"13737,00",,"3,08",,"4,58"
25/07/2001,"13955,00",,"3,11",,"4,64"
26/07/2001,"13810,00",,"3,11",,"4,57"
27/07/2001,"13910,00",,"3,1",,"4,58"
30/07/2001,"13703,00",,"3,09",,"4,61"
31/07/2001,"13754,00",,"3,12",,"4,64"
01/08/2001,"13743,00",,"3,08",,"4,56"
02/08/2001,"13822,00",,"3,08",,"4,45"
03/08/2001,"13838,00",,"3,1",,"4,53"
06/08/2001,"14046,00",,"3,09",,"4,58"
07/08/2001,"14035,00",,"3,09",,"4,54"
08/08/2001,"13919,00",,"3,09",,"4,53"
09/08/2001,"13834,00",,"3,02",,"4,54"
10/08/2001,"13915,00",,"3,11",,"4,57"
13/08/2001,"13771,00",,"3,1",,"4,55"
14/08/2001,"13829,00",,"3,1",,"4,61"
15/08/2001,"13658,00",,"3,1",,"4,65"
16/08/2001,"13509,00",,"3,08",,"4,65"
17/08/2001,"13044,00",,"3,04",,"4,5"
20/08/2001,"13115,00",,"3,06",,"4,48"
21/08/2001,"12891,00",,"3,1",,"4,48"
22/08/2001,"12952,00",,"3,07",,"4,56"
23/08/2001,"12750,00",,"3,06",,"4,54"
24/08/2001,"13001,00",,"3,08",,"4,78"
27/08/2001,"12995,00",,"3,09",,"4,79"
28/08/2001,"13018,00",,"3,11",,"4,79"
29/08/2001,"13076,00",,"3,08",,"4,78"
30/08/2001,"12892,00",,"3,05",,"4,75"
31/08/2001,"12840,00",,"3,04",,"4,71"
03/09/2001,"12800,00",,"2,94",,"4,69"
04/09/2001,"12766,00",,3,,"4,85"
05/09/2001,"12590,00",,"3,05",,"4,97"
06/09/2001,"12255,00",,"3,03",,"4,77"
10/09/2001,"11922,00",,"3,05",,"4,7"
11/09/2001,"10827,00",,"2,79",,"4,63"
12/09/2001,"11113,00",,"2,93",,"4,74"
13/09/2001,"10306,00",,"2,81",,"4,46"
14/09/2001,"10034,00",,"2,83",,"4,37"
17/09/2001,"10544,00",,"2,98",,"4,74"
18/09/2001,"10554,00",,"3,06",,"4,83"
19/09/2001,"10744,00",,"3,09",,"4,8"
20/09/2001,"10543,00",,"3,11",,"4,61"
21/09/2001,"10418,00",,"3,1",,"4,55"
24/09/2001,"10532,00",,"3,14",,"4,33"
25/09/2001,"10229,00",,"3,13",,"4,21"
26/09/2001,"10005,00",,"3,12",,"4,18"
27/09/2001,"10404,00",,"3,13",,"4,32"
28/09/2001,"10635,00",,"3,12",,"4,4"
01/10/2001,"10501,00",,"3,12",,"4,23"
02/10/2001,"10350,00",,"3,11",,"4,21"
03/10/2001,"10233,00",,"3,13",,"4,23"
04/10/2001,"10061,00",,"3,06",,"4,3"
05/10/2001,"10197,00",,"3,1",,"4,3"
08/10/2001,"10094,00",,"3,13",,"4,29"
09/10/2001,"10284,00",,"3,16",,"4,36"
10/10/2001,"10462,00",,"3,23",,"4,49"
11/10/2001,"10784,00",,"3,17",,"4,58"
15/10/2001,"11329,00",,"3,22",,"4,71"
16/10/2001,"11257,00",,"3,25",,"4,63"
17/10/2001,"11271,00",,"3,3",,"4,61"
18/10/2001,"10994,00",,"3,28",,"4,49"
19/10/2001,"11331,00",,"3,27",,"4,47"
22/10/2001,"11699,00",,"3,28",,"4,57"
23/10/2001,"11613,00",,"3,26",,"4,59"
24/10/2001,"11467,00",,"3,3",,"4,54"
25/10/2001,"11723,00",,"3,27",,"4,51"
26/10/2001,"11780,00",,"3,31",,"4,51"
29/10/2001,"11377,00",,"3,25",,"4,43"
30/10/2001,"11023,00",,"3,26",,"4,36"
31/10/2001,"11364,00",,"3,33",,"4,45"
01/11/2001,"11387,00",,"3,38",,"4,36"
05/11/2001,"12164,00",,"3,45",,"4,34"
06/11/2001,"12415,00",,"3,33",,"4,23"
07/11/2001,"12615,00",,"3,25",,"4,28"
08/11/2001,"12553,00",,"3,22",,"4,43"
09/11/2001,"12730,00",,"3,22",,"4,64"
12/11/2001,"12567,00",,"3,16",,"4,42"
13/11/2001,"12918,00",,"3,15",,"4,43"
14/11/2001,"12825,00",,"3,12",,"4,23"
16/11/2001,"12882,00",,"3,29",,"3,92"
19/11/2001,"12987,00",,"3,35",,4
20/11/2001,"12638,00",,"3,25",,"4,08"
21/11/2001,"12793,00",,"3,2",,"4,18"
22/11/2001,"13019,00",,"3,25",,"4,36"
23/11/2001,"13423,00",,"3,3",,"4,27"
26/11/2001,"13759,00",,"3,31",,"4,21"
27/11/2001,"13602,00",,"3,22",,"4,23"
28/11/2001,"13019,00",,"3,22",,"4,15"
29/11/2001,"12736,00",,"3,27",,"4,15"
30/11/2001,"12931,00",,"3,41",,"4,21"
03/12/2001,"13336,00",,"3,5",,"4,38"
04/12/2001,"13146,00",,"3,39",,"4,34"
05/12/2001,"13382,00",,"3,42",,"4,46"
06/12/2001,"13539,00",,"3,42",,"4,36"
07/12/2001,"13298,00",,"3,4",,"4,25"
10/12/2001,"13446,00",,"3,39",,"4,21"
11/12/2001,"13348,00",,"3,41",,"4,17"
12/12/2001,"13562,00",,"3,38",,"4,14"
13/12/2001,"13148,00",,"3,36",,"4,05"
14/12/2001,"12959,00",,"3,35",,"4,07"
17/12/2001,"12912,00",,"3,36",,"4,03"
18/12/2001,"13397,00",,"3,44",,"4,13"
19/12/2001,"13290,00",,"3,43",,"4,2"
20/12/2001,"12918,00",,"3,39",,"4,1"
21/12/2001,"13368,00",,"3,48",,"4,14"
26/12/2001,"13358,00",,"3,42",,"4,21"
27/12/2001,"13757,00",,"3,46",,"4,34"
28/12/2001,"13577,00",,"3,47",,"4,38"
02/01/2002,"13872,00",,"3,42",,"4,39"
03/01/2002,"14265,00",,"3,45",,"4,42"
04/01/2002,"14331,00",,"3,45",,"4,4"
07/01/2002,"14378,00",,"3,47",,"4,49"
08/01/2002,"14167,00",,"3,5",,"4,46"
09/01/2002,"14020,00",,"3,5",,"4,4"
10/01/2002,"13570,00",,"3,51",,"4,37"
11/01/2002,"13587,00",,"3,5",,"4,3"
14/01/2002,"13121,00",,"3,36",,"4,14"
15/01/2002,"13010,00",,"3,28",,"4,12"
16/01/2002,"13083,00",,"3,33",,"4,12"
17/01/2002,"13336,00",,"3,39",,"4,18"
18/01/2002,"13372,00",,"3,37",,"4,19"
21/01/2002,"13154,00",,"3,29",,"4,14"
22/01/2002,"13003,00",,"3,38",,"4,11"
23/01/2002,"13232,00",,"3,47",,"4,08"
24/01/2002,"13162,00",,"3,56",,"4,02"
28/01/2002,"13001,00",,"3,65",,"4,17"
29/01/2002,"12501,00",,"3,51",,"4,08"
30/01/2002,"12532,00",,"3,38",,"4,07"
31/01/2002,"12721,00",,"3,46",,"4,12"
01/02/2002,"12658,00",,"3,55",,"4,13"
04/02/2002,"12512,00",,"3,59",,"4,1"
05/02/2002,"12747,00",,"3,6",,"4,1"
06/02/2002,"12750,00",,"3,53",,"4,17"
07/02/2002,"12683,00",,"3,56",,"4,14"
08/02/2002,"12597,00",,"3,58",,"4,07"
13/02/2002,"12960,00",,"3,66",,"4,24"
14/02/2002,"13245,00",,"3,74",,"4,28"
15/02/2002,"13229,00",,"3,72",,"4,31"
18/02/2002,"13121,00",,"3,67",,"4,26"
19/02/2002,"12991,00",,"3,77",,"4,26"
20/02/2002,"13302,00",,"3,82",,"4,29"
21/02/2002,"13530,00",,"3,87",,"4,37"
22/02/2002,"13562,00",,"3,88",,"4,45"
25/02/2002,"13977,00",,"3,87",,"4,55"
26/02/2002,"13963,00",,"3,9",,"4,61"
27/02/2002,"14212,00",,"3,87",,"4,74"
28/02/2002,"14033,00",,"3,87",,"4,8"
01/03/2002,"14414,00",,"3,98",,"4,96"
04/03/2002,"14471,00",,"4,05",,5
05/03/2002,"14011,00",,"4,15",,"4,88"
06/03/2002,"13838,00",,"4,05",,"4,81"
07/03/2002,"13725,00",,"3,87",,"4,83"
08/03/2002,"13961,00",,"3,79",,"4,82"
11/03/2002,"13695,00",,"3,78",,"4,89"
12/03/2002,"14181,00",,"3,95",,"4,94"
13/03/2002,"14244,00",,4,,"4,98"
14/03/2002,"14117,00",,"3,89",,"5,03"
15/03/2002,"14365,00",,"3,88",,"5,14"
18/03/2002,"14244,00",,"3,87",,"5,17"
19/03/2002,"14117,00",,"3,81",,"5,17"
20/03/2002,"14089,00",,"3,88",,"5,12"
21/03/2002,"13717,00",,"3,96",,"5,03"
22/03/2002,"13312,00",,"3,85",,5
25/03/2002,"13277,00",,"3,88",,"5,05"
26/03/2002,"13569,00",,"3,97",,"5,12"
27/03/2002,"13424,00",,"3,97",,"5,18"
28/03/2002,"13254,00",,"3,93",,"5,15"
01/04/2002,"13467,00",,"3,97",,"5,26"
02/04/2002,"13245,00",,"3,95",,"5,2"
03/04/2002,"13084,00",,"3,85",,"5,15"
04/04/2002,"13360,00",,"3,9",,"5,17"
05/04/2002,"13276,00",,"3,97",,"5,1"
08/04/2002,"13159,00",,"3,99",,"5,15"
09/04/2002,"13195,00",,"4,02",,"4,98"
10/04/2002,"13416,00",,"4,03",,"4,99"
11/04/2002,"13411,00",,"4,03",,"4,97"
12/04/2002,"13750,00",,"4,1",,"4,92"
15/04/2002,"13471,00",,"4,14",,"4,97"
16/04/2002,"13662,00",,"4,19",,5
17/04/2002,"13732,00",,"4,24",,"5,07"
18/04/2002,"13573,00",,"4,15",,"5,03"
19/04/2002,"13478,00",,"4,07",,"4,99"
22/04/2002,"13224,00",,"4,23",,"4,97"
23/04/2002,"13188,00",,"4,27",,"4,99"
24/04/2002,"13380,00",,"4,21",,"5,02"
25/04/2002,"13272,00",,"4,11",,"4,93"
26/04/2002,"13075,00",,"4,09",,"4,82"
29/04/2002,"13090,00",,"4,1",,"4,9"
30/04/2002,"13085,00",,"4,1",,"4,89"
02/05/2002,"12538,00",,"4,1",,"4,74"
03/05/2002,"12609,00",,"4,19",,"4,82"
06/05/2002,"12430,00",,"4,27",,"4,73"
07/05/2002,"12342,00",,"4,23",,"4,72"
08/05/2002,"12616,00",,"4,32",,"4,86"
09/05/2002,"12101,00",,"4,38",,"4,77"
10/05/2002,"12130,00",,"4,42",,"4,72"
13/05/2002,"12002,00",,"4,5",,"4,61"
14/05/2002,"12204,00",,"4,5",,"4,67"
15/05/2002,"12349,00",,"4,44",,"4,64"
16/05/2002,"12660,00",,"4,41",,"4,81"
17/05/2002,"12699,00",,"4,42",,"4,82"
20/05/2002,"12667,00",,"4,42",,"4,9"
21/05/2002,"12701,00",,"4,49",,"4,94"
22/05/2002,"12367,00",,"4,52",,"4,92"
23/05/2002,"12555,00",,"4,59",,"5,02"
24/05/2002,"12573,00",,"4,57",,5
27/05/2002,"12698,00",,"4,61",,"4,98"
28/05/2002,"12728,00",,"4,63",,"4,97"
29/05/2002,"12985,00",,"4,79",,"4,93"
31/05/2002,"12861,00",,"4,81",,"4,86"
03/06/2002,"12659,00",,"4,81",,"4,85"
04/06/2002,"12600,00",,"4,89",,"4,95"
05/06/2002,"12589,00",,"4,89",,"4,94"
06/06/2002,"12112,00",,"4,83",,"4,83"
07/06/2002,"12282,00",,"4,8",,"4,75"
10/06/2002,"12599,00",,"4,8",,"4,79"
11/06/2002,"12210,00",,"4,79",,"4,72"
12/06/2002,"12132,00",,"4,79",,"4,64"
13/06/2002,"11962,00",,"4,6",,"4,56"
14/06/2002,"11698,00",,"4,54",,"4,4"
17/06/2002,"11937,00",,"4,54",,"4,43"
18/06/2002,"11821,00",,"4,52",,"4,39"
19/06/2002,"11493,00",,"4,57",,"4,32"
20/06/2002,"10908,00",,"4,47",,"4,08"
21/06/2002,"10397,00",,"4,46",,"3,76"
24/06/2002,"10759,00",,"4,24",,"3,9"
25/06/2002,"10705,00",,"4,29",,"4,07"
26/06/2002,"10690,00",,"4,37",,"4,34"
27/06/2002,"11013,00",,"4,68",,"4,42"
28/06/2002,"11139,00",,"4,72",,"4,38"
01/07/2002,"10892,00",,"4,68",,"4,28"
02/07/2002,"10845,00",,"4,66",,"4,21"
03/07/2002,"10635,00",,"4,68",,"4,17"
04/07/2002,"10655,00",,"4,67",,"4,19"
05/07/2002,"10523,00",,"4,65",,"4,14"
08/07/2002,"10687,00",,"4,68",,"4,08"
10/07/2002,"10555,00",,"4,53",,"3,99"
11/07/2002,"10806,00",,"4,44",,"4,01"
12/07/2002,"10967,00",,"4,37",,"4,04"
15/07/2002,"10633,00",,"4,43",,"3,95"
16/07/2002,"10577,00",,"4,48",,"4,01"
17/07/2002,"10754,00",,"4,5",,"4,07"
18/07/2002,"10812,00",,"4,44",,"3,98"
19/07/2002,"10583,00",,"4,55",,"3,93"
22/07/2002,"9892,00",,"4,41",,"3,66"
23/07/2002,"9745,00",,"4,42",,"3,57"
24/07/2002,"9937,00",,"4,46",,"3,74"
25/07/2002,"9665,00",,"4,37",,"3,63"
26/07/2002,"9217,00",,"4,23",,"3,47"
29/07/2002,"9240,00",,"4,23",,"3,43"
30/07/2002,"9341,00",,"4,57",,"3,48"
31/07/2002,"9762,00",,"4,9",,"3,65"
01/08/2002,"9759,00",,"4,77",,"3,74"
02/08/2002,"9852,00",,"4,55",,"3,86"
05/08/2002,"9469,00",,"4,49",,"3,67"
06/08/2002,"9755,00",,"4,49",,"3,68"
07/08/2002,"9869,00",,"4,51",,"3,69"
08/08/2002,"10315,00",,"4,46",,"3,93"
09/08/2002,"9985,00",,"4,72",,"4,01"
12/08/2002,"9723,00",,"4,61",,"3,84"
13/08/2002,"9444,00",,"4,51",,"3,63"
14/08/2002,"9343,00",,"4,58",,"3,61"
15/08/2002,"9183,00",,"4,58",,"3,65"
16/08/2002,"9526,00",,"4,78",,"3,64"
19/08/2002,"9416,00",,"4,6",,"3,56"
20/08/2002,"9263,00",,"4,59",,"3,51"
21/08/2002,"9437,00",,"4,6",,"3,57"
22/08/2002,"9702,00",,"4,63",,"3,67"
23/08/2002,"9676,00",,"4,65",,"3,68"
26/08/2002,"10097,00",,"4,61",,"3,8"
27/08/2002,"10371,00",,"4,68",,"3,91"
28/08/2002,"10379,00",,"4,66",,"3,9"
29/08/2002,"10455,00",,"4,49",,"3,88"
30/08/2002,"10382,00",,"4,46",,"3,92"
02/09/2002,"10378,00",,"4,46",,"3,93"
03/09/2002,"10135,00",,"4,5",,"3,98"
04/09/2002,"9996,00",,"4,51",,"4,03"
05/09/2002,"9723,00",,"4,59",,"4,01"
06/09/2002,"9716,00",,"4,71",,"4,05"
09/09/2002,"9954,00",,"4,75",,"4,08"
10/09/2002,"9960,00",,"4,75",,"4,18"
11/09/2002,"10182,00",,"4,78",,"4,22"
12/09/2002,"10172,00",,"4,74",,"4,22"
13/09/2002,"10180,00",,"4,78",,"4,29"
16/09/2002,"9831,00",,"4,81",,"4,21"
17/09/2002,"9650,00",,"4,83",,"4,01"
18/09/2002,"9505,00",,5,,"3,96"
19/09/2002,"9372,00",,"5,06",,"3,8"
20/09/2002,"9585,00",,"5,04",,"3,89"
23/09/2002,"9264,00",,"5,23",,"3,77"
24/09/2002,"9148,00",,"5,42",,"3,68"
25/09/2002,"9227,00",,"5,34",,"3,55"
26/09/2002,"9199,00",,"5,43",,"3,54"
27/09/2002,"8715,00",,"5,42",,"3,2"
30/09/2002,"8622,00",,"5,35",,"3,29"
01/10/2002,"8997,00",,"5,16",,"3,54"
02/10/2002,"8820,00",,"5,26",,"3,53"
03/10/2002,"9139,00",,"5,45",,"3,63"
04/10/2002,"9259,00",,"5,38",,"3,63"
07/10/2002,"8863,00",,"5,38",,"3,48"
08/10/2002,"8846,00",,"5,39",,"3,52"
09/10/2002,"8714,00",,"5,51",,"3,49"
10/10/2002,"8866,00",,"5,47",,"3,42"
11/10/2002,"8854,00",,"5,39",,"3,3"
14/10/2002,"8450,00",,"5,29",,"3,13"
15/10/2002,"8506,00",,"5,33",,"3,13"
16/10/2002,"8370,00",,"5,33",,"3,13"
17/10/2002,"8901,00",,"5,45",,"3,41"
18/10/2002,"9022,00",,"5,52",,"3,47"
21/10/2002,"9128,00",,"5,63",,"3,5"
22/10/2002,"9331,00",,"5,71",,"3,56"
23/10/2002,"9840,00",,"5,82",,"3,76"
24/10/2002,"9799,00",,"5,91",,"3,84"
25/10/2002,"10014,00",,"5,96",,"3,87"
28/10/2002,"9573,00",,"6,13",,"3,75"
29/10/2002,"9600,00",,"6,18",,"3,69"
30/10/2002,"10068,00",,"6,04",,"3,88"
31/10/2002,"10167,00",,6,,"3,94"
01/11/2002,"10140,00",,"5,96",,"3,94"
04/11/2002,"9912,00",,"5,85",,"3,81"
05/11/2002,"9861,00",,"5,61",,"3,76"
06/11/2002,"9702,00",,"5,84",,"3,72"
07/11/2002,"9799,00",,"5,86",,"3,83"
08/11/2002,"9860,00",,"5,87",,"3,88"
11/11/2002,"9885,00",,"5,73",,"3,92"
12/11/2002,"9720,00",,"5,78",,"3,84"
13/11/2002,"9763,00",,"5,8",,"3,86"
14/11/2002,"9884,00",,"5,93",,"3,96"
18/11/2002,"9970,00",,"6,12",,"4,02"
19/11/2002,"9971,00",,"6,01",,"3,99"
20/11/2002,"10087,00",,"5,88",,"4,08"
21/11/2002,"10289,00",,"6,09",,"4,19"
22/11/2002,"10404,00",,"5,95",,"4,13"
25/11/2002,"10245,00",,"5,89",,"4,03"
26/11/2002,"10131,00",,"5,9",,"3,94"
27/11/2002,"10226,00",,"5,98",,"3,93"
28/11/2002,"10239,00",,"5,98",,"3,92"
29/11/2002,"10508,00",,"6,18",,"4,05"
02/12/2002,"10673,00",,"6,25",,"4,09"
03/12/2002,"10662,00",,"6,36",,"4,11"
04/12/2002,"10640,00",,"6,4",,"4,11"
05/12/2002,"10413,00",,"6,43",,"4,06"
06/12/2002,"10569,00",,"6,5",,"4,06"
09/12/2002,"10338,00",,"6,57",,"3,99"
10/12/2002,"10331,00",,"6,72",,"3,95"
11/12/2002,"10613,00",,"6,8",,"4,03"
12/12/2002,"10586,00",,"6,75",,"4,12"
13/12/2002,"10564,00",,"6,55",,"4,11"
16/12/2002,"10771,00",,"6,49",,"4,11"
17/12/2002,"10832,00",,"6,55",,"4,12"
18/12/2002,"10984,00",,"6,37",,"4,12"
19/12/2002,"11207,00",,"6,35",,"4,31"
20/12/2002,"11489,00",,"6,31",,"4,45"
23/12/2002,"11470,00",,"6,43",,"4,46"
24/12/2002,"11470,00",,"6,58",,"4,38"
26/12/2002,"11318,00",,"6,49",,"4,25"
27/12/2002,"11234,00",,"6,49",,"4,23"
30/12/2002,"11268,00",,"6,46",,"4,3"
02/01/2003,"11602,00",,"6,38",,"4,28"
03/01/2003,"11600,00",,"6,2",,"4,48"
06/01/2003,"12019,00",,"6,07",,"4,39"
07/01/2003,"11876,00",,"6,14",,"4,4"
08/01/2003,"11785,00",,"6,16",,"4,58"
09/01/2003,"11911,00",,"5,98",,"4,78"
10/01/2003,"12242,00",,"5,87",,"4,77"
13/01/2003,"12110,00",,"5,83",,"4,79"
14/01/2003,"12174,00",,"5,92",,"4,76"
15/01/2003,"11971,00",,"5,89",,"4,8"
16/01/2003,"11951,00",,"5,91",,"4,62"
17/01/2003,"11675,00",,"5,92",,"4,59"
20/01/2003,"11648,00",,"6,04",,"4,55"
21/01/2003,"11434,00",,"6,1",,"4,31"
22/01/2003,"11142,00",,"5,88",,"4,33"
23/01/2003,"11162,00",,"5,96",,"4,12"
24/01/2003,"10783,00",,"5,89",,"4,13"
27/01/2003,"10529,00",,"5,86",,"4,07"
28/01/2003,"10516,00",,"5,95",,"4,29"
29/01/2003,"10863,00",,"5,95",,"4,32"
30/01/2003,"10750,00",,"6,11",,"4,34"
31/01/2003,"10941,00",,"6,19",,"4,39"
03/02/2003,"10910,00",,"6,36",,"4,28"
04/02/2003,"10577,00",,"6,5",,"4,27"
05/02/2003,"10591,00",,"6,59",,"4,15"
06/02/2003,"10565,00",,"6,51",,"4,11"
07/02/2003,"10380,00",,"6,51",,"4,29"
10/02/2003,"10479,00",,"6,65",,"4,23"
11/02/2003,"10509,00",,"6,52",,"4,27"
12/02/2003,"10509,00",,"6,4",,"4,21"
13/02/2003,"10107,00",,"6,33",,"4,19"
14/02/2003,"10080,00",,"6,46",,"4,21"
17/02/2003,"10188,00",,"6,35",,"4,19"
18/02/2003,"10449,00",,"6,36",,"4,15"
19/02/2003,"10251,00",,"6,32",,"4,06"
20/02/2003,"10216,00",,"6,57",,"4,11"
21/02/2003,"10330,00",,"6,6",,"3,97"
24/02/2003,"10253,00",,"6,6",,"3,89"
25/02/2003,"10191,00",,"6,65",,"3,8"
26/02/2003,"9994,00",,"6,37",,"3,82"
27/02/2003,"10150,00",,"6,51",,"3,89"
28/02/2003,"10280,00",,"6,53",,"3,8"
05/03/2003,"10305,00",,"6,47",,"3,92"
06/03/2003,"10615,00",,"6,39",,"4,02"
07/03/2003,"10723,00",,"6,27",,"3,94"
10/03/2003,"10308,00",,"6,22",,"4,11"
11/03/2003,"10339,00",,"6,22",,"4,22"
12/03/2003,"10582,00",,"6,11",,"4,19"
13/03/2003,"10783,00",,"5,99",,"4,21"
14/03/2003,"10817,00",,"6,06",,"4,19"
17/03/2003,"10874,00",,"5,98",,"4,34"
18/03/2003,"11150,00",,"5,92",,"4,36"
19/03/2003,"11006,00",,6,,"4,45"
20/03/2003,"11158,00",,"5,91",,"4,4"
21/03/2003,"11377,00",,"5,87",,"4,28"
24/03/2003,"11052,00",,"5,83",,"4,37"
25/03/2003,"11232,00",,"5,87",,"4,32"
26/03/2003,"11206,00",,"5,92",,"4,33"
27/03/2003,"11233,00",,"5,87",,"4,4"
28/03/2003,"11396,00",,"5,83",,"4,39"
31/03/2003,"11273,00",,"5,84",,"4,5"
01/04/2003,"11592,00",,"5,76",,"4,56"
02/04/2003,"11872,00",,"5,65",,"4,62"
03/04/2003,"12006,00",,"5,55",,"4,64"
04/04/2003,"12065,00",,"5,57",,"4,52"
07/04/2003,"12135,00",,"5,66",,"4,33"
08/04/2003,"11778,00",,"5,75",,"4,36"
09/04/2003,"11758,00",,"5,85",,"4,37"
10/04/2003,"11591,00",,"5,72",,"4,38"
11/04/2003,"11718,00",,"5,69",,"4,37"
