periodo,ibovespa,,Vale,,Petrobras4
14/04/2003,"11873,00",,"5,6",,"4,42"
15/04/2003,"12106,00",,"5,61",,"4,39"
16/04/2003,"12043,00",,"5,56",,"4,49"
17/04/2003,"12395,00",,"5,53",,"4,55"
22/04/2003,"12452,00",,"5,44",,"4,6"
23/04/2003,"12394,00",,"5,26",,"4,53"
24/04/2003,"12120,00",,"5,33",,"4,49"
25/04/2003,"12126,00",,"5,31",,"4,52"
28/04/2003,"12462,00",,"5,33",,"4,62"
29/04/2003,"12677,00",,"5,25",,"4,71"
30/04/2003,"12556,00",,"5,29",,"4,78"
02/05/2003,"12810,00",,"5,49",,"4,87"
05/05/2003,"12832,00",,"5,49",,"4,85"
06/05/2003,"12643,00",,"5,42",,"4,92"
07/05/2003,"12956,00",,"5,35",,"4,82"
08/05/2003,"12920,00",,"5,37",,"4,96"
09/05/2003,"13214,00",,"5,4",,"5,05"
12/05/2003,"13320,00",,"5,48",,"5,13"
13/05/2003,"13420,00",,"5,42",,"5,09"
14/05/2003,"13459,00",,"5,42",,"5,15"
15/05/2003,"13129,00",,"5,41",,"5,12"
16/05/2003,"13224,00",,"5,54",,"4,96"
19/05/2003,"12745,00",,"5,63",,"5,02"
20/05/2003,"12745,00",,"5,55",,"5,04"
21/05/2003,"13033,00",,"5,55",,"5,08"
22/05/2003,"13100,00",,"5,51",,"5,01"
23/05/2003,"13142,00",,"5,62",,"4,92"
26/05/2003,"12852,00",,"5,64",,"5,03"
27/05/2003,"13246,00",,"5,73",,"5,06"
28/05/2003,"13294,00",,"5,62",,"4,98"
29/05/2003,"13405,00",,"5,63",,"4,99"
30/05/2003,"13421,00",,"5,51",,"4,96"
02/06/2003,"13228,00",,"5,52",,"4,95"
03/06/2003,"13350,00",,"5,53",,"5,1"
04/06/2003,"13718,00",,"5,51",,"5,09"
05/06/2003,"13779,00",,"5,59",,"5,13"
06/06/2003,"13923,00",,"5,54",,"5,08"
09/06/2003,"13845,00",,"5,49",,"4,98"
10/06/2003,"13893,00",,"5,49",,"5,05"
11/06/2003,"13876,00",,"5,42",,"5,13"
12/06/2003,"13982,00",,"5,37",,"5,11"
13/06/2003,"13733,00",,"5,39",,"5,12"
16/06/2003,"13832,00",,"5,42",,"5,13"
17/06/2003,"13776,00",,"5,49",,"5,05"
18/06/2003,"13510,00",,"5,46",,"4,82"
20/06/2003,"13130,00",,"5,44",,"4,68"
23/06/2003,"12991,00",,"5,42",,"4,77"
24/06/2003,"13108,00",,"5,39",,"4,73"
25/06/2003,"13025,00",,"5,47",,"4,74"
26/06/2003,"13111,00",,"5,39",,"4,79"
27/06/2003,"13024,00",,"5,31",,"4,8"
30/06/2003,"12972,00",,"5,35",,"4,85"
01/07/2003,"13291,00",,"5,39",,"4,88"
02/07/2003,"13310,00",,"5,49",,"4,89"
03/07/2003,"13134,00",,"5,54",,"5,01"
04/07/2003,"13273,00",,"5,69",,"5,13"
07/07/2003,"13402,00",,"5,66",,"5,18"
08/07/2003,"13618,00",,"5,8",,"5,21"
10/07/2003,"13501,00",,"5,71",,"5,13"
11/07/2003,"13320,00",,"5,71",,"5,2"
14/07/2003,"13588,00",,"5,74",,"5,31"
15/07/2003,"13614,00",,"5,7",,"5,29"
16/07/2003,"13487,00",,"5,77",,"5,31"
17/07/2003,"13622,00",,"5,77",,"5,41"
18/07/2003,"13794,00",,"5,77",,"5,42"
21/07/2003,"13675,00",,"5,74",,"5,45"
22/07/2003,"13835,00",,"5,78",,"5,42"
23/07/2003,"13798,00",,"5,92",,"5,33"
24/07/2003,"13761,00",,"6,05",,"5,3"
25/07/2003,"13750,00",,"6,09",,"5,34"
28/07/2003,"13643,00",,"6,14",,"5,37"
29/07/2003,"13623,00",,"6,22",,"5,32"
30/07/2003,"13474,00",,"6,39",,"5,34"
31/07/2003,"13571,00",,"6,43",,"5,08"
01/08/2003,"13129,00",,"6,37",,"5,06"
04/08/2003,"12938,00",,"6,32",,"5,17"
05/08/2003,"13059,00",,"6,24",,"5,15"
06/08/2003,"12887,00",,"6,13",,"5,31"
07/08/2003,"13328,00",,"6,24",,"5,46"
08/08/2003,"13499,00",,"6,39",,"5,48"
11/08/2003,"13560,00",,"6,55",,"5,5"
12/08/2003,"13602,00",,"6,55",,"5,5"
13/08/2003,"13682,00",,"6,78",,"5,61"
14/08/2003,"13812,00",,"6,92",,"5,51"
15/08/2003,"13889,00",,"6,99",,"5,57"
18/08/2003,"14146,00",,"7,05",,"5,45"
19/08/2003,"14157,00",,"7,25",,"5,45"
20/08/2003,"14466,00",,"7,09",,"5,48"
21/08/2003,"14669,00",,"6,87",,"5,48"
22/08/2003,"14613,00",,"6,79",,"5,4"
25/08/2003,"14473,00",,"6,74",,"5,46"
26/08/2003,"14877,00",,"6,79",,"5,59"
27/08/2003,"15142,00",,"6,98",,"5,59"
28/08/2003,"15064,00",,"7,03",,"5,74"
29/08/2003,"15174,00",,"7,18",,"5,67"
01/09/2003,"15352,00",,"7,09",,"5,66"
02/09/2003,"15454,00",,"7,09",,"5,82"
03/09/2003,"15633,00",,"7,14",,"6,02"
04/09/2003,"15704,00",,"7,26",,"6,12"
05/09/2003,"15899,00",,"7,34",,"6,12"
08/09/2003,"16050,00",,"7,22",,"5,95"
09/09/2003,"15718,00",,"7,15",,"6,06"
10/09/2003,"15983,00",,"7,19",,"6,09"
11/09/2003,"16292,00",,"7,29",,"6,08"
12/09/2003,"16421,00",,"7,09",,"5,94"
15/09/2003,"16341,00",,"7,12",,"5,98"
16/09/2003,"16269,00",,"7,16",,"5,95"
17/09/2003,"16269,00",,"7,35",,"5,96"
18/09/2003,"16889,00",,"7,5",,"5,93"
19/09/2003,"16851,00",,"7,48",,"5,83"
22/09/2003,"16485,00",,"7,31",,"5,74"
23/09/2003,"16443,00",,"7,28",,"5,79"
24/09/2003,"16057,00",,"7,19",,"5,69"
25/09/2003,"15806,00",,"7,12",,"5,7"
26/09/2003,"15810,00",,"7,39",,"5,76"
29/09/2003,"16108,00",,"7,22",,"5,73"
30/09/2003,"16010,00",,"7,52",,"5,9"
01/10/2003,"16578,00",,"7,82",,"6,12"
02/10/2003,"16893,00",,"8,03",,"6,22"
03/10/2003,"17089,00",,"8,16",,"6,26"
06/10/2003,"17273,00",,"8,08",,"6,24"
07/10/2003,"17470,00",,"7,88",,"6,3"
08/10/2003,"17804,00",,"7,83",,"6,33"
09/10/2003,"17708,00",,"7,74",,"6,29"
10/10/2003,"17676,00",,"7,99",,"6,44"
13/10/2003,"18061,00",,"8,1",,"6,33"
14/10/2003,"18178,00",,"8,06",,"6,23"
15/10/2003,"17942,00",,"8,16",,"6,19"
16/10/2003,"17955,00",,"8,18",,"6,11"
17/10/2003,"17790,00",,"8,2",,"6,12"
20/10/2003,"18369,00",,"8,13",,"6,12"
21/10/2003,"18448,00",,"7,96",,"6,02"
22/10/2003,"18234,00",,"7,85",,"5,92"
23/10/2003,"17689,00",,"7,8",,"6,01"
24/10/2003,"17813,00",,"7,84",,"6,04"
27/10/2003,"17750,00",,"7,8",,"6,12"
28/10/2003,"18227,00",,"7,78",,"6,08"
29/10/2003,"17944,00",,"8,11",,6
30/10/2003,"18093,00",,"8,05",,"5,95"
31/10/2003,"17982,00",,"7,99",,"6,13"
03/11/2003,"18517,00",,"8,12",,"6,11"
04/11/2003,"18541,00",,"7,9",,"5,97"
05/11/2003,"18307,00",,"7,84",,"6,16"
06/11/2003,"18612,00",,"7,81",,"6,17"
07/11/2003,"18672,00",,"7,67",,"6,11"
10/11/2003,"18572,00",,"7,67",,"6,18"
11/11/2003,"18408,00",,"7,78",,"6,31"
12/11/2003,"18793,00",,"7,85",,"6,35"
13/11/2003,"18754,00",,"7,9",,"6,49"
14/11/2003,"18985,00",,"7,75",,"6,36"
17/11/2003,"18668,00",,"7,83",,"6,46"
18/11/2003,"18812,00",,"7,75",,"6,49"
19/11/2003,"18807,00",,"7,73",,"6,5"
20/11/2003,"19199,00",,"7,68",,"6,48"
21/11/2003,"19248,00",,"7,7",,"6,48"
24/11/2003,"19690,00",,"7,94",,"6,57"
25/11/2003,"19809,00",,"7,99",,"6,51"
26/11/2003,"19694,00",,"7,83",,"6,58"
27/11/2003,"19960,00",,"8,02",,"6,6"
28/11/2003,"20183,00",,"8,3",,"6,72"
01/12/2003,"20520,00",,"8,3",,"6,78"
02/12/2003,"20458,00",,"8,44",,"6,71"
03/12/2003,"20539,00",,"8,65",,"6,74"
04/12/2003,"20414,00",,"8,96",,"6,77"
05/12/2003,"20879,00",,"9,25",,"6,79"
08/12/2003,"20888,00",,"9,67",,"7,05"
09/12/2003,"21259,00",,"9,5",,"7,03"
10/12/2003,"20972,00",,"9,28",,"7,2"
11/12/2003,"21296,00",,"9,69",,"7,14"
12/12/2003,"20973,00",,"9,61",,"7,08"
15/12/2003,"20709,00",,"9,67",,"7,15"
16/12/2003,"20759,00",,"9,73",,"7,31"
17/12/2003,"21199,00",,"9,74",,"7,45"
18/12/2003,"21489,00",,"9,82",,"7,47"
19/12/2003,"21385,00",,"10,37",,"7,65"
22/12/2003,"21630,00",,"10,34",,"7,49"
23/12/2003,"21688,00",,"10,37",,"7,4"
26/12/2003,"21806,00",,"10,37",,"7,54"
29/12/2003,"22045,00",,"10,31",,"7,54"
30/12/2003,"22236,00",,"10,61",,"7,82"
02/01/2004,"22444,00",,"11,09",,"8,28"
05/01/2004,"23531,00",,"11,2",,"8,71"
06/01/2004,"23576,00",,"10,72",,"8,62"
07/01/2004,"23320,00",,"10,89",,"8,56"
08/01/2004,"23716,00",,"10,68",,"8,47"
09/01/2004,"23916,00",,"10,65",,"8,48"
12/01/2004,"24236,00",,"10,72",,"8,57"
13/01/2004,"23939,00",,"10,5",,"8,3"
14/01/2004,"23398,00",,"10,16",,"8,14"
15/01/2004,"22961,00",,"10,19",,"8,29"
16/01/2004,"23154,00",,"10,2",,"8,51"
19/01/2004,"23385,68",,"10,5",,"8,68"
20/01/2004,"23678,00",,"10,19",,"8,53"
21/01/2004,"23301,00",,"10,09",,"8,37"
22/01/2004,"22968,00",,"9,95",,"8,4"
23/01/2004,"23471,00",,"9,99",,"8,57"
26/01/2004,"24349,00",,"10,24",,"8,52"
27/01/2004,"24226,00",,"10,3",,"8,49"
28/01/2004,"23851,00",,"9,84",,"8,01"
29/01/2004,"22386,00",,"9,72",,"7,74"
30/01/2004,"21851,00",,"9,66",,"7,75"
02/02/2004,"21786,00",,"10,18",,"7,9"
03/02/2004,"22280,00",,"10,3",,"7,74"
04/02/2004,"21684,00",,10,,"7,68"
05/02/2004,"21091,00",,"9,9",,"8,05"
06/02/2004,"21968,00",,"9,87",,"8,04"
09/02/2004,"21961,00",,"10,24",,"8,29"
10/02/2004,"22171,00",,"10,43",,"8,61"
11/02/2004,"23197,00",,"10,61",,"8,6"
12/02/2004,"23063,00",,"10,25",,"8,47"
13/02/2004,"22529,00",,"9,99",,"8,32"
16/02/2004,"22188,00",,"10,35",,"8,42"
17/02/2004,"22426,00",,"10,12",,"8,36"
18/02/2004,"22000,00",,"9,93",,"7,99"
19/02/2004,"20950,00",,"9,99",,8
20/02/2004,"21336,00",,"10,11",,"8,12"
25/02/2004,"21609,00",,"10,09",,"8,02"
26/02/2004,"21449,00",,"10,23",,"8,09"
27/02/2004,"21755,00",,"10,59",,"8,41"
01/03/2004,"22498,00",,"10,5",,"8,39"
02/03/2004,"22442,00",,"10,34",,"8,49"
03/03/2004,"22550,00",,"10,21",,"8,38"
04/03/2004,"22392,00",,"10,19",,"8,46"
05/03/2004,"22872,00",,"9,98",,"8,52"
08/03/2004,"22993,00",,"9,74",,"8,53"
09/03/2004,"22673,00",,"9,26",,"8,16"
10/03/2004,"21670,00",,"9,02",,"8,02"
11/03/2004,"20763,00",,"9,08",,"8,24"
12/03/2004,"21775,00",,"9,04",,"7,99"
15/03/2004,"21233,00",,"9,09",,"8,02"
16/03/2004,"21612,00",,"9,36",,"8,16"
17/03/2004,"21900,00",,"9,5",,"8,48"
18/03/2004,"22369,00",,"9,46",,"8,27"
19/03/2004,"22260,00",,"9,22",,"8,17"
22/03/2004,"21663,00",,"9,11",,"8,07"
23/03/2004,"21204,00",,"8,98",,"8,05"
24/03/2004,"20984,00",,"8,72",,"8,1"
25/03/2004,"21000,00",,"9,14",,"8,16"
26/03/2004,"21541,00",,"9,38",,"8,16"
29/03/2004,"21530,00",,"9,59",,"8,45"
30/03/2004,"22042,00",,"9,56",,"8,68"
31/03/2004,"22142,00",,"9,68",,"8,65"
01/04/2004,"22647,00",,"9,93",,"8,78"
02/04/2004,"22948,00",,"9,94",,"8,67"
05/04/2004,"23146,00",,"10,01",,"8,71"
06/04/2004,"23071,00",,"9,78",,"8,67"
07/04/2004,"22443,00",,"9,63",,"8,84"
08/04/2004,"22724,00",,"9,52",,"8,98"
12/04/2004,"22779,00",,"9,3",,"8,87"
13/04/2004,"22619,00",,"9,14",,"8,73"
14/04/2004,"22311,00",,"9,16",,"8,62"
15/04/2004,"21739,00",,"9,29",,"8,59"
16/04/2004,"21768,00",,"9,18",,"8,52"
19/04/2004,"21626,00",,"9,11",,"8,24"
20/04/2004,"21077,00",,"8,73",,"8,21"
22/04/2004,"21141,00",,"8,91",,"8,29"
23/04/2004,"21590,00",,"8,75",,"8,13"
26/04/2004,"21323,00",,"8,86",,"8,24"
27/04/2004,"21316,00",,"8,42",,"8,02"
28/04/2004,"20473,00",,"8,4",,"7,61"
29/04/2004,"19865,00",,"8,12",,"7,58"
30/04/2004,"19607,00",,"8,17",,"7,65"
03/05/2004,"19708,00",,"8,36",,"7,93"
04/05/2004,"19987,00",,"8,52",,"8,06"
05/05/2004,"20026,00",,"8,4",,"7,53"
06/05/2004,"19190,00",,"8,21",,"7,26"
07/05/2004,"18620,00",,"8,05",,"6,99"
10/05/2004,"17604,00",,"8,23",,"7,54"
11/05/2004,"18536,00",,"8,19",,"7,52"
12/05/2004,"18325,00",,"8,75",,"7,63"
13/05/2004,"18401,00",,"8,48",,"7,43"
14/05/2004,"18611,00",,"8,23",,"7,17"
17/05/2004,"18122,00",,"8,84",,"7,22"
18/05/2004,"18556,00",,9,,"7,22"
19/05/2004,"18688,00",,"9,04",,"7,01"
20/05/2004,"18240,00",,"9,12",,"6,82"
21/05/2004,"18285,00",,"9,27",,"7,24"
24/05/2004,"18669,00",,"9,35",,"7,16"
25/05/2004,"18859,00",,"9,48",,"7,14"
26/05/2004,"19069,00",,"9,75",,"7,32"
27/05/2004,"19734,00",,"9,5",,"7,2"
28/05/2004,"19667,00",,"9,61",,"7,28"
31/05/2004,"19544,00",,"9,56",,"7,48"
01/06/2004,"19545,00",,"9,36",,"7,47"
02/06/2004,"19716,00",,"9,17",,"7,38"
03/06/2004,"19399,00",,"9,36",,"7,38"
04/06/2004,"19818,00",,"9,76",,"7,55"
07/06/2004,"20446,00",,"9,68",,"7,44"
08/06/2004,"20283,00",,"9,22",,"7,34"
09/06/2004,"19864,00",,"9,33",,"7,34"
11/06/2004,"19834,00",,"8,97",,"7,36"
14/06/2004,"19487,00",,"8,61",,"7,57"
15/06/2004,"20047,00",,"8,34",,"7,6"
16/06/2004,"20459,00",,"8,58",,"7,64"
17/06/2004,"20334,00",,"8,59",,"7,6"
18/06/2004,"20333,00",,"8,41",,"7,5"
21/06/2004,"20293,00",,"8,47",,"7,59"
22/06/2004,"20199,00",,"8,75",,"7,89"
23/06/2004,"20836,00",,"8,92",,"7,88"
24/06/2004,"20708,00",,9,,"7,73"
25/06/2004,"20750,00",,"8,46",,"7,61"
28/06/2004,"20350,00",,"8,58",,"7,68"
29/06/2004,"20800,00",,"8,58",,"7,85"
30/06/2004,"21148,00",,"8,56",,"7,8"
01/07/2004,"21348,00",,"8,47",,"7,79"
02/07/2004,"21568,00",,"8,58",,"7,75"
05/07/2004,"21670,00",,"8,41",,"7,66"
06/07/2004,"21188,00",,"8,71",,"7,54"
07/07/2004,"21171,00",,"8,57",,"7,51"
08/07/2004,"20887,00",,"8,65",,"7,58"
12/07/2004,"21532,00",,"8,73",,"7,54"
13/07/2004,"21676,00",,"8,83",,"7,52"
14/07/2004,"21672,00",,"9,19",,"7,77"
15/07/2004,"22064,00",,"9,45",,"7,96"
16/07/2004,"22447,00",,"9,31",,"7,85"
19/07/2004,"22102,00",,"9,42",,"7,79"
20/07/2004,"22361,00",,"9,31",,"7,75"
21/07/2004,"21810,00",,"9,12",,"7,61"
22/07/2004,"21730,00",,"9,04",,"7,59"
23/07/2004,"21591,00",,"9,03",,"7,5"
26/07/2004,"21317,00",,"9,19",,"7,68"
27/07/2004,"21737,00",,"9,45",,"7,82"
28/07/2004,"22168,00",,"9,48",,"7,96"
29/07/2004,"22227,00",,"9,52",,"7,93"
30/07/2004,"22336,00",,"9,61",,"7,91"
02/08/2004,"22448,00",,"9,61",,"7,89"
03/08/2004,"22372,00",,"9,5",,"7,98"
04/08/2004,"22177,00",,"9,38",,"7,83"
05/08/2004,"21330,00",,"9,45",,"7,94"
06/08/2004,"21652,00",,"9,4",,"7,93"
09/08/2004,"21260,00",,"9,61",,"8,07"
10/08/2004,"21736,00",,"9,59",,"8,09"
11/08/2004,"21569,00",,"9,8",,"8,15"
12/08/2004,"21570,00",,"9,72",,"8,06"
13/08/2004,"21401,00",,"9,95",,"8,11"
16/08/2004,"21763,00",,"10,17",,"8,1"
17/08/2004,"22060,00",,"10,37",,"8,19"
18/08/2004,"22778,00",,"10,46",,"8,31"
19/08/2004,"22934,00",,"10,34",,"8,59"
20/08/2004,"23195,00",,"9,96",,"8,52"
23/08/2004,"22852,00",,"9,88",,"8,49"
24/08/2004,"22852,00",,"10,02",,"8,55"
25/08/2004,"23058,00",,"9,97",,"8,38"
26/08/2004,"22582,00",,"10,13",,"8,39"
27/08/2004,"22596,00",,"10,16",,"8,31"
30/08/2004,"22869,00",,"10,24",,"8,31"
31/08/2004,"22803,00",,"10,15",,"8,32"
01/09/2004,"22512,00",,"10,25",,"8,45"
02/09/2004,"22688,00",,"10,18",,"8,44"
03/09/2004,"22415,00",,"10,43",,"8,45"
06/09/2004,"22501,00",,"10,42",,"8,55"
08/09/2004,"22534,00",,"10,38",,"8,58"
09/09/2004,"22286,00",,"10,25",,"8,53"
10/09/2004,"21968,00",,"10,32",,"8,53"
13/09/2004,"21809,00",,"10,54",,"8,65"
14/09/2004,"22309,00",,"10,68",,"8,64"
15/09/2004,"22343,00",,"10,65",,"8,75"
16/09/2004,"22875,00",,"10,93",,"8,86"
17/09/2004,"23073,00",,"10,91",,"8,88"
20/09/2004,"23078,00",,"10,96",,"9,02"
21/09/2004,"23105,00",,"10,93",,"8,97"
22/09/2004,"22748,00",,"10,93",,"9,23"
23/09/2004,"22943,00",,"11,04",,"9,35"
24/09/2004,"22972,00",,"10,79",,"9,43"
27/09/2004,"22834,00",,"11,49",,"9,52"
28/09/2004,"23230,00",,"11,87",,"9,51"
29/09/2004,"23208,00",,"11,7",,"9,52"
30/09/2004,"23245,00",,"11,98",,"9,85"
01/10/2004,"23777,00",,"12,2",,"9,91"
04/10/2004,"24150,00",,"12,43",,"10,11"
05/10/2004,"24205,00",,"12,13",,"10,12"
06/10/2004,"24027,00",,"12,04",,"10,19"
07/10/2004,"24104,00",,"11,74",,"10,15"
08/10/2004,"23926,00",,"11,7",,"10,02"
11/10/2004,"23953,00",,"11,15",,"9,64"
13/10/2004,"23289,00",,"11,1",,"9,57"
14/10/2004,"22959,00",,"11,74",,"9,74"
15/10/2004,"23367,00",,"11,6",,"9,94"
18/10/2004,"23411,00",,"11,21",,"9,7"
19/10/2004,"22892,00",,"11,09",,"9,73"
20/10/2004,"22873,00",,"11,54",,"9,89"
21/10/2004,"23058,00",,"11,44",,"9,93"
22/10/2004,"22735,00",,"11,37",,"9,94"
25/10/2004,"22602,00",,"11,67",,"9,81"
26/10/2004,"22848,00",,"11,67",,"9,88"
27/10/2004,"23170,00",,"11,26",,"9,74"
28/10/2004,"22928,00",,"11,35",,"9,79"
01/11/2004,"23272,00",,"11,35",,"9,84"
03/11/2004,"23660,00",,"11,44",,"9,81"
04/11/2004,"23879,00",,"11,45",,"9,87"
05/11/2004,"23541,00",,"11,72",,"10,04"
08/11/2004,"23211,00",,"11,58",,"9,92"
09/11/2004,"23215,00",,"11,96",,"9,84"
10/11/2004,"23454,00",,"12,09",,"9,97"
11/11/2004,"23520,00",,"11,94",,"10,01"
12/11/2004,"24035,00",,"12,32",,"10,04"
16/11/2004,"23772,00",,"11,89",,"9,58"
17/11/2004,"24169,00",,"12,37",,"9,65"
18/11/2004,"24143,00",,"12,17",,"9,53"
19/11/2004,"24034,00",,"12,3",,"9,49"
22/11/2004,"24444,00",,"12,13",,"9,62"
23/11/2004,"24340,00",,"11,98",,"9,44"
24/11/2004,"24368,00",,"12,08",,"9,39"
25/11/2004,"24866,00",,"12,2",,"9,9"
26/11/2004,"24997,00",,"12,21",,"9,83"
29/11/2004,"24854,00",,"12,22",,"9,67"
30/11/2004,"25128,00",,"12,21",,"9,73"
01/12/2004,"25234,00",,"12,24",,"10,03"
02/12/2004,"25200,00",,12,,"9,84"
03/12/2004,"25467,00",,"11,96",,"9,78"
06/12/2004,"25632,00",,"11,96",,"9,87"
07/12/2004,"24988,00",,"11,81",,"9,73"
08/12/2004,"24968,00",,"11,94",,"9,74"
09/12/2004,"24526,00",,"12,15",,"9,48"
10/12/2004,"24933,00",,"12,45",,"9,64"
13/12/2004,"25225,00",,"12,68",,"9,7"
14/12/2004,"25563,00",,"12,82",,"9,77"
15/12/2004,"25575,00",,"12,76",,"9,83"
16/12/2004,"25831,00",,"13,09",,"10,02"
17/12/2004,"25659,00",,"13,02",,"9,92"
20/12/2004,"25536,00",,"13,09",,"9,92"
21/12/2004,"25889,00",,"13,52",,"10,14"
22/12/2004,"25723,00",,"13,49",,"9,98"
24/12/2004,"25878,00",,"13,69",,"10,13"
27/12/2004,"25936,00",,"13,64",,"10,15"
28/12/2004,"26116,00",,"13,92",,"10,16"
29/12/2004,"26161,00",,"13,99",,"10,26"
30/12/2004,"26196,00",,14,,"10,19"
03/01/2005,"25722,00",,"13,66",,"9,87"
04/01/2005,"24848,00",,"13,22",,"9,75"
05/01/2005,"24691,00",,"13,03",,"9,71"
06/01/2005,"24366,00",,"13,03",,"9,74"
07/01/2005,"24747,00",,"13,55",,"9,79"
10/01/2005,"24291,00",,"13,42",,"9,66"
11/01/2005,"24369,00",,"13,47",,"9,76"
12/01/2005,"24509,00",,"13,5",,"9,71"
13/01/2005,"24805,00",,"14,12",,"9,81"
14/01/2005,"24924,00",,"14,62",,"9,86"
17/01/2005,"24515,00",,"14,5",,"9,8"
18/01/2005,"24089,00",,"14,44",,"9,7"
19/01/2005,"24271,00",,"14,34",,"9,75"
20/01/2005,"23609,00",,"14,25",,"9,54"
21/01/2005,"23818,00",,"14,62",,"9,55"
24/01/2005,"24197,00",,"15,1",,"9,67"
26/01/2005,"24530,00",,"14,93",,"9,87"
27/01/2005,"24029,00",,"14,68",,"9,85"
28/01/2005,"23968,00",,"14,47",,"9,72"
31/01/2005,"24350,00",,"14,34",,"9,88"
01/02/2005,"24149,00",,"14,54",,"9,83"
02/02/2005,"24605,00",,"14,42",,"9,97"
03/02/2005,"24873,00",,"14,25",,"10,08"
04/02/2005,"25731,00",,"14,25",,"10,19"
09/02/2005,"26313,00",,"14,28",,"10,65"
10/02/2005,"26415,00",,"14,1",,"10,6"
11/02/2005,"26670,00",,"14,14",,"10,77"
14/02/2005,"26531,00",,"14,23",,"10,67"
15/02/2005,"26610,00",,"14,37",,"10,59"
16/02/2005,"26384,00",,"14,21",,"10,74"
17/02/2005,"27090,00",,"14,58",,"10,76"
18/02/2005,"26756,00",,"14,84",,"10,76"
21/02/2005,"26853,00",,"15,22",,"10,9"
22/02/2005,"26740,00",,"15,88",,"10,99"
23/02/2005,"27198,00",,"16,37",,"11,22"
24/02/2005,"28436,00",,"17,19",,"11,59"
25/02/2005,"28425,00",,"16,72",,"11,85"
28/02/2005,"28139,00",,"16,28",,"11,66"
01/03/2005,"27729,00",,"15,82",,"11,18"
02/03/2005,"28199,00",,"16,23",,"11,5"
03/03/2005,"28668,00",,"16,78",,"11,9"
04/03/2005,"29197,00",,"17,25",,"12,09"
07/03/2005,"29455,00",,"17,34",,"12,13"
08/03/2005,"29021,00",,"16,97",,"11,99"
09/03/2005,"28514,00",,"16,91",,"11,78"
10/03/2005,"28567,00",,"16,64",,"11,46"
11/03/2005,"28074,00",,"16,52",,"11,28"
14/03/2005,"28098,00",,"16,25",,"11,2"
15/03/2005,"27587,00",,"16,08",,"10,9"
16/03/2005,"27826,00",,"15,93",,"11,13"
17/03/2005,"28085,00",,"16,57",,"11,25"
18/03/2005,"27593,00",,"16,34",,"11,11"
21/03/2005,"27411,00",,"16,04",,"11,08"
22/03/2005,"26618,00",,"15,91",,"10,77"
23/03/2005,"26248,00",,"15,22",,"10,61"
24/03/2005,"26701,00",,"15,84",,"10,75"
28/03/2005,"26257,00",,"15,49",,"10,55"
29/03/2005,"25842,00",,"14,84",,"10,4"
30/03/2005,"26469,00",,"15,32",,"10,63"
31/03/2005,"26610,00",,"15,67",,"10,81"
01/04/2005,"26773,00",,"15,67",,"11,07"
04/04/2005,"26406,00",,"15,25",,"11,07"
05/04/2005,"26038,00",,"14,89",,"10,79"
06/04/2005,"25695,00",,"14,66",,"10,78"
07/04/2005,"26307,00",,"14,94",,"10,8"
08/04/2005,"25884,00",,"14,99",,"10,65"
11/04/2005,"25899,00",,"14,93",,"10,71"
12/04/2005,"26206,00",,"14,69",,"10,65"
13/04/2005,"26066,00",,"14,16",,"10,45"
14/04/2005,"24984,00",,"13,39",,"10,16"
15/04/2005,"24655,00",,"13,41",,"9,99"
18/04/2005,"24877,00",,"13,72",,"9,9"
19/04/2005,"25566,00",,"14,05",,"10,22"
20/04/2005,"25062,00",,"13,84",,"10,1"
22/04/2005,"24767,00",,"13,69",,"9,92"
25/04/2005,"25231,00",,"14,05",,"10,21"
26/04/2005,"25304,00",,"13,85",,"10,33"
27/04/2005,"25241,00",,"13,61",,"10,03"
28/04/2005,"24439,00",,"12,86",,"9,79"
29/04/2005,"24843,00",,"13,02",,"10,07"
02/05/2005,"24704,00",,"13,05",,"10,03"
03/05/2005,"24715,00",,"13,01",,"9,99"
04/05/2005,"25474,00",,"13,3",,"10,15"
05/05/2005,"25435,00",,13,,"10,34"
06/05/2005,"25589,00",,"13,2",,"10,52"
09/05/2005,"25464,00",,"13,33",,"10,54"
10/05/2005,"24762,00",,"13,05",,"10,3"
11/05/2005,"24698,00",,"12,86",,"10,33"
12/05/2005,"24117,00",,"12,33",,"10,12"
13/05/2005,"23887,00",,"12,12",,"9,85"
16/05/2005,"24378,00",,"12,7",,"9,98"
17/05/2005,"24412,00",,"12,79",,"10,24"
18/05/2005,"24898,00",,"13,4",,"10,35"
19/05/2005,"25829,00",,"13,45",,"10,45"
20/05/2005,"24522,00",,"13,14",,"10,47"
23/05/2005,"24214,00",,"13,12",,"10,24"
24/05/2005,"24545,00",,"13,51",,"10,44"
25/05/2005,"24545,00",,"13,31",,"10,51"
27/05/2005,"25255,00",,"13,44",,"10,73"
30/05/2005,"25424,00",,"13,55",,"10,79"
31/05/2005,"25207,00",,"13,22",,"10,71"
01/06/2005,"25948,00",,"13,7",,"11,03"
02/06/2005,"26639,00",,"13,94",,"11,09"
03/06/2005,"26365,00",,"14,03",,"11,08"
06/06/2005,"25556,00",,"13,72",,"10,96"
07/06/2005,"25026,00",,"13,33",,"10,67"
08/06/2005,"24701,00",,"13,22",,"10,69"
09/06/2005,"24483,00",,"12,95",,"10,78"
10/06/2005,"24950,00",,"13,14",,"10,83"
13/06/2005,"24901,00",,"13,09",,"10,77"
